"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,88,88,12,"Aeugst am Albis (ZH)","Sì all'iniziativa sul fondo per il clima a Aeugst am Albis: 88 per cento. Aeugst am Albis, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
2,85.6,85.6,14.4,"Affoltern am Albis (ZH)","L'iniziativa sul fondo per il clima ottiene il 85,6 per cento di consensi a Affoltern am Albis. Affoltern am Albis, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
3,43.4,43.4,56.6,"Bonstetten (ZH)","Con il 56,6 per cento dei voti, Bonstetten respinge l'iniziativa sul fondo per il clima. Divergenza: Bonstetten dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
4,71.1,71.1,28.9,"Hausen am Albis (ZH)","Sì all'iniziativa sul fondo per il clima a Hausen am Albis: 71,1 per cento. Hausen am Albis, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
5,29.5,29.5,70.5,"Hedingen (ZH)","A Hedingen l'iniziativa sul fondo per il clima è respinta con il 70,5 per cento. Divergenza: Hedingen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
6,5.9,5.9,94.1,"Kappel am Albis (ZH)","Con il 94,1 per cento dei voti, Kappel am Albis respinge l'iniziativa sul fondo per il clima. Divergenza: Kappel am Albis dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
7,10.9,10.9,89.1,"Knonau (ZH)","A Knonau l'iniziativa sul fondo per il clima è respinta con il 89,1 per cento. Divergenza: Knonau dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
8,10.3,10.3,89.7,"Maschwanden (ZH)","Con il 89,7 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Maschwanden. Divergenza: Maschwanden dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
9,63,63,37,"Mettmenstetten (ZH)","Sì all'iniziativa sul fondo per il clima a Mettmenstetten: 63 per cento. Mettmenstetten, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
10,36.3,36.3,63.7,"Obfelden (ZH)","Con il 63,7 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Obfelden. Divergenza: Obfelden dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
11,61.6,61.6,38.4,"Ottenbach (ZH)","L'iniziativa sul fondo per il clima ottiene il 61,6 per cento di consensi a Ottenbach. Ottenbach, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
12,51.2,51.2,48.8,"Rifferswil (ZH)","L'iniziativa sul fondo per il clima ottiene il 51,2 per cento di consensi a Rifferswil. Rifferswil, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
13,41.5,41.5,58.5,"Stallikon (ZH)","Con il 58,5 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Stallikon. Divergenza: Stallikon dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
14,30.5,30.5,69.5,"Wettswil am Albis (ZH)","Con il 69,5 per cento dei voti, L'iniziativa sul fondo per il clima è respinta a Wettswil am Albis. Divergenza: Wettswil am Albis dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
22,65.6,65.6,34.4,"Benken (ZH)","L'iniziativa sul fondo per il clima ottiene il 65,6 per cento di consensi a Benken ZH. Benken ZH, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
23,40.6,40.6,59.4,"Berg am Irchel (ZH)","Con il 59,4 per cento dei voti, Berg am Irchel respinge l'iniziativa sul fondo per il clima. Divergenza: Berg am Irchel dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
24,94.9,94.9,5.1,"Buch am Irchel (ZH)","A Buch am Irchel l'iniziativa sul fondo per il clima è approvato con il 94,9 per cento. Buch am Irchel, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
25,36.1,36.1,63.9,"Dachsen (ZH)","La popolazione di Dachsen respinge con il 63,9 per cento. Divergenza: Dachsen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
26,69.4,69.4,30.6,"Dorf (ZH)","Sì all'iniziativa sul fondo per il clima a Dorf: 69,4 per cento. Dorf, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
27,34.8,34.8,65.2,"Feuerthalen (ZH)","Con il 65,2 per cento dei voti, Feuerthalen respinge l'iniziativa sul fondo per il clima. Divergenza: Feuerthalen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
28,60.3,60.3,39.7,"Flaach (ZH)","Sì all'iniziativa sul fondo per il clima a Flaach: 60,3 per cento. Flaach, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
29,33.2,33.2,66.8,"Flurlingen (ZH)","Con il 66,8 per cento dei voti, Flurlingen respinge l'iniziativa sul fondo per il clima. Divergenza: Flurlingen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
31,39.9,39.9,60.1,"Henggart (ZH)","Con il 60,1 per cento dei voti, Henggart respinge l'iniziativa sul fondo per il clima. Divergenza: Henggart dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
33,41.4,41.4,58.6,"Kleinandelfingen (ZH)","A Kleinandelfingen l'iniziativa sul fondo per il clima è respinta con il 58,6 per cento. Divergenza: Kleinandelfingen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
34,19.7,19.7,80.3,"Laufen-Uhwiesen (ZH)","Con il 80,3 per cento dei voti, Laufen-Uhwiesen respinge l'iniziativa sul fondo per il clima. Divergenza: Laufen-Uhwiesen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
35,31.1,31.1,68.9,"Marthalen (ZH)","A Marthalen l'iniziativa sul fondo per il clima è respinta con il 68,9 per cento. Divergenza: Marthalen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
37,29,29,71,"Ossingen (ZH)","La popolazione di Ossingen respinge con il 71 per cento. Divergenza: Ossingen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
38,83.7,83.7,16.3,"Rheinau (ZH)","Sì all'iniziativa sul fondo per il clima a Rheinau: 83,7 per cento. Rheinau, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
39,27.7,27.7,72.3,"Thalheim an der Thur (ZH)","Con il 72,3 per cento dei voti, L'iniziativa sul fondo per il clima è respinta a Thalheim an der Thur. Divergenza: Thalheim an der Thur dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
40,84,84,16,"Trüllikon (ZH)","A Trüllikon l'iniziativa sul fondo per il clima è approvato con il 84 per cento. Trüllikon, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
41,84,84,16,"Truttikon (ZH)","Sì all'iniziativa sul fondo per il clima a Truttikon: 84 per cento. Truttikon, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
43,76.1,76.1,23.9,"Volken (ZH)","Sì all'iniziativa sul fondo per il clima a Volken: 76,1 per cento. Volken, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
51,85,85,15,"Bachenbülach (ZH)","A Bachenbülach l'iniziativa sul fondo per il clima è approvato con il 85 per cento. Bachenbülach, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
52,15.7,15.7,84.3,"Bassersdorf (ZH)","Con il 84,3 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Bassersdorf. Divergenza: Bassersdorf dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
53,54.8,54.8,45.2,"Bülach (ZH)","L'iniziativa sul fondo per il clima ottiene il 54,8 per cento di consensi a Bülach. Bülach, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
54,50,50,50,"Dietlikon (ZH)","A Dietlikon l'iniziativa sul fondo per il clima è approvato con il 50 per cento. Dietlikon, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
55,59.7,59.7,40.3,"Eglisau (ZH)","L'iniziativa sul fondo per il clima ottiene il 59,7 per cento di consensi a Eglisau. Eglisau, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
56,2.9,2.9,97.1,"Embrach (ZH)","Con il 97,1 per cento dei voti, L'iniziativa sul fondo per il clima è respinta a Embrach. Divergenza: Embrach dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
57,98.3,98.3,1.7,"Freienstein-Teufen (ZH)","L'iniziativa sul fondo per il clima ottiene il 98,3 per cento di consensi a Freienstein-Teufen. Freienstein-Teufen, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
58,42.8,42.8,57.2,"Glattfelden (ZH)","Con il 57,2 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Glattfelden. Divergenza: Glattfelden dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
59,72.8,72.8,27.2,"Hochfelden (ZH)","Sì all'iniziativa sul fondo per il clima a Hochfelden: 72,8 per cento. Hochfelden, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
60,51.7,51.7,48.3,"Höri (ZH)","Sì all'iniziativa sul fondo per il clima a Höri: 51,7 per cento. Höri, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
61,85.2,85.2,14.8,"Hüntwangen (ZH)","Sì all'iniziativa sul fondo per il clima a Hüntwangen: 85,2 per cento. Hüntwangen, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
62,43.5,43.5,56.5,"Kloten (ZH)","Con il 56,5 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Kloten. Divergenza: Kloten dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
63,43.3,43.3,56.7,"Lufingen (ZH)","Con il 56,7 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Lufingen. Divergenza: Lufingen dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
64,57.9,57.9,42.1,"Nürensdorf (ZH)","Sì all'iniziativa sul fondo per il clima a Nürensdorf: 57,9 per cento. Nürensdorf, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
65,58,58,42,"Oberembrach (ZH)","L'iniziativa sul fondo per il clima ottiene il 58 per cento di consensi a Oberembrach. Oberembrach, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
66,45.7,45.7,54.3,"Opfikon (ZH)","Con il 54,3 per cento dei voti, Opfikon respinge l'iniziativa sul fondo per il clima. Divergenza: Opfikon dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
67,28.5,28.5,71.5,"Rafz (ZH)","La popolazione di Rafz respinge con il 71,5 per cento. Divergenza: Rafz dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
68,7.6,7.6,92.4,"Rorbas (ZH)","Con il 92,4 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Rorbas. Divergenza: Rorbas dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
69,61.9,61.9,38.1,"Wallisellen (ZH)","Sì all'iniziativa sul fondo per il clima a Wallisellen: 61,9 per cento. Wallisellen, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
70,75.9,75.9,24.1,"Wasterkingen (ZH)","Sì all'iniziativa sul fondo per il clima a Wasterkingen: 75,9 per cento. Wasterkingen, come il cantone Zurigo, approva l'iniziativa sul fondo per il clima."
71,32.8,32.8,67.2,"Wil (ZH)","Con il 67,2 per cento dei voti, l'iniziativa sul fondo per il clima è respinta a Wil ZH. Divergenza: Wil ZH dice no all'iniziativa sul fondo per il clima, il cantone Zurigo dice sì."
