"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,58.4,58.4,41.6,"Aeugst am Albis (ZH)","Sì all'iniziativa sull'imposizione individuale a Aeugst am Albis: 58,4 per cento. Divergenza: Aeugst am Albis accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
2,52.5,52.5,47.5,"Affoltern am Albis (ZH)","La popolazione di Affoltern am Albis approva l'iniziativa sull'imposizione individuale con il 52,5 per cento. Divergenza: Affoltern am Albis accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
3,37.2,37.2,62.8,"Bonstetten (ZH)","A Bonstetten l'iniziativa sull'imposizione individuale è respinto con il 62,8 per cento. Bonstetten e il cantone Zurigo respingono l'iniziativa sull'imposizione individuale."
4,44.5,44.5,55.5,"Hausen am Albis (ZH)","Con il 55,5 per cento dei voti, l'iniziativa sull'imposizione individuale è respinta a Hausen am Albis. Hausen am Albis e il cantone Zurigo respingono l'iniziativa sull'imposizione individuale."
5,95.5,95.5,4.5,"Hedingen (ZH)","La popolazione di Hedingen approva con il 95,5 per cento l'iniziativa sull'imposizione individuale. Divergenza: Hedingen accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
6,96.4,96.4,3.6,"Kappel am Albis (ZH)","La popolazione di Kappel am Albis approva l'iniziativa sull'imposizione individuale con il 96,4 per cento. Divergenza: Kappel am Albis accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
7,45.9,45.9,54.1,"Knonau (ZH)","Con il 54,1 per cento dei voti, l'iniziativa sull'imposizione individuale è respinta a Knonau. Knonau e il cantone Zurigo respingono l'iniziativa sull'imposizione individuale."
8,64.6,64.6,35.4,"Maschwanden (ZH)","Con il 64,6 per cento dei voti, Maschwanden approva l'iniziativa sull'imposizione individuale. Divergenza: Maschwanden accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
9,76.3,76.3,23.7,"Mettmenstetten (ZH)","La popolazione di Mettmenstetten approva con il 76,3 per cento l'iniziativa sull'imposizione individuale. Divergenza: Mettmenstetten accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
10,59.1,59.1,40.9,"Obfelden (ZH)","La popolazione di Obfelden approva con il 59,1 per cento l'iniziativa sull'imposizione individuale. Divergenza: Obfelden accoglie l'iniziativa sull'imposizione individuale, il cantone Zurigo lo boccia."
