"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
1,82.2,82.2,17.8,"Aeugst am Albis (ZH)","Oui à 82,2 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" qui veut garantir le maintien de l'argent liquide en Suisse en inscrivant sa disponibilité dans la Constitution. Oui également avec 78 % de oui au contre-projet du Conseil fédéral et du Parlement qui reprend des formulations de lois éprouvées, juridiquement univoques et faciles à mettre en oeuvre. Les citoyens d'Aeugst am Albis ont toutefois préféré l'initiative avec 91,7 % de oui."
2,92.1,92.1,7.9,"Affoltern am Albis (ZH)","À Affoltern am Albis, le contre-projet du Conseil fédéral et du Parlement l'emporte dans la question décisive avec 67,1 % de oui. Il avait déjà obtenu 54,2 % de oui dans le vote principal. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est elle aussi approuvée, avec 92,1 % de oui."
3,27.3,27.3,72.7,"Bonstetten (ZH)","Les électeurs de Bonstetten balaient les deux textes. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est rejetée (72,7 % de non), tout comme le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide (52,4 % de non)."
4,82.9,82.9,17.1,"Hausen am Albis (ZH)","Les citoyens de Hausen am Albis souhaitent que la disponibilité de l'argent liquide soit garantie par des bases légales claires. Ils ont dit oui à 98,2 % de oui au contre-projet à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". Ils ont été 34,7 % à préférer le contre-projet. L'initiative a obtenu 82,9 % de oui."
5,65.4,65.4,34.6,"Hedingen (ZH)","C'est oui à Hedingen à 65,4 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". C'est non par contre à 28,4 % au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide."
6,22.1,22.1,77.9,"Kappel am Albis (ZH)","Les électeurs de Kappel am Albis balaient les deux textes. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est rejetée (77,9 % de non), tout comme le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide (51,6 % de non)."
7,50.9,50.9,49.1,"Knonau (ZH)","C'est oui à Knonau à 50,9 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". C'est non par contre à 49,2 % au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide."
8,98,98,2,"Maschwanden (ZH)","Les citoyens de Maschwanden privilégient le contre-projet du Conseil fédéral et du Parlement, qui vise à garantir la disponibilité de l'argent liquide (53,9 % de oui à la question subsidiaire). Le texte recueille 80,6 % de oui. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est toutefois également acceptée avec 98 % de oui."
9,59,59,41,"Mettmenstetten (ZH)","Les citoyens de Mettmenstetten souhaitent que la disponibilité de l'argent liquide soit garantie par des bases légales claires. Ils ont dit oui à 57,7 % de oui au contre-projet à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". Ils ont été 14,2 % à préférer le contre-projet. L'initiative a obtenu 59 % de oui."
10,43.5,43.5,56.5,"Obfelden (ZH)","Ni l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", ni le contre-projet du Conseil fédéral et du Parlement ne trouvent grâce aux yeux des citoyens d'Obfelden. Ils refusent avec 56,5 % de non l’initiative. Ils s'opposent aussi au contre-projet (51,9 % de non), qui vise à garantir la disponibilité de l'argent liquide par des dispositions juridiquement éprouvées."
11,59.8,59.8,40.2,"Ottenbach (ZH)","C'est oui à Ottenbach à 59,8 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". C'est non par contre à 29,1 % au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide."
