"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,75.1,75.1,24.9,"Vaz/Obervaz (GR)","NA NA"
3513,64.7,64.7,35.3,"Lantsch/Lenz (GR)","NA NA"
3514,41.9,41.9,58.1,"Schmitten (GR)","NA NA"
3543,66.3,66.3,33.7,"Surses (GR)","NA NA"
3544,49.8,49.8,50.2,"Bergün Filisur (GR)","NA NA"
3551,61.2,61.2,38.8,"Brusio (GR)","NA NA"
3542,37.9,37.9,62.1,"Albula/Alvra (GR)","NA NA"
3572,37,37,63,"Falera (GR)","NA NA"
3575,60,60,40,"Laax (GR)","NA NA"
3581,64.7,64.7,35.3,"Sagogn (GR)","NA NA"
3582,59.2,59.2,40.8,"Schluein (GR)","NA NA"
3603,38.3,38.3,61.7,"Vals (GR)","NA NA"
3618,83.9,83.9,16.1,"Lumnezia (GR)","NA NA"
3619,80.1,80.1,19.9,"Ilanz/Glion (GR)","NA NA"
3633,77.1,77.1,22.9,"Fürstenau (GR)","NA NA"
3637,81.9,81.9,18.1,"Rothenbrunnen (GR)","NA NA"
3638,41.7,41.7,58.3,"Scharans (GR)","NA NA"
3640,44.3,44.3,55.7,"Sils im Domleschg (GR)","NA NA"
3661,49.3,49.3,50.7,"Cazis (GR)","NA NA"
3662,91.1,91.1,8.9,"Flerden (GR)","NA NA"
3663,61.5,61.5,38.5,"Masein (GR)","NA NA"
3668,84.1,84.1,15.9,"Thusis (GR)","NA NA"
3669,9.9,9.9,90.1,"Tschappina (GR)","NA NA"
3670,78.7,78.7,21.3,"Urmein (GR)","NA NA"
3672,49.6,49.6,50.4,"Safiental (GR)","NA NA"
3673,56.9,56.9,43.1,"Domleschg (GR)","NA NA"
3681,97.5,97.5,2.5,"Avers (GR)","NA NA"
3695,60.7,60.7,39.3,"Sufers (GR)","NA NA"
3701,44.6,44.6,55.4,"Andeer (GR)","NA NA"
3711,95.6,95.6,4.4,"Rongellen (GR)","NA NA"
3712,56.6,56.6,43.4,"Zillis-Reischen (GR)","NA NA"
3713,44.4,44.4,55.6,"Ferrera (GR)","NA NA"
3714,83.5,83.5,16.5,"Rheinwald (GR)","NA NA"
3715,8.8,8.8,91.2,"Muntogna da Schons (GR)","NA NA"
3721,39.2,39.2,60.8,"Bonaduz (GR)","NA NA"
3722,26.7,26.7,73.3,"Domat/Ems (GR)","NA NA"
3723,22.4,22.4,77.6,"Rhäzüns (GR)","NA NA"
3731,98.8,98.8,1.2,"Felsberg (GR)","NA NA"
3732,43.7,43.7,56.3,"Flims (GR)","NA NA"
3733,28.5,28.5,71.5,"Tamins (GR)","NA NA"
3734,69.1,69.1,30.9,"Trin (GR)","NA NA"
3746,47.7,47.7,52.3,"Zernez (GR)","NA NA"
3752,15.3,15.3,84.7,"Samnaun (GR)","NA NA"
3762,8.3,8.3,91.7,"Scuol (GR)","NA NA"
3764,37.6,37.6,62.4,"Valsot (GR)","NA NA"
3781,99.2,99.2,0.8,"Bever (GR)","NA NA"
3561,34.5,34.5,65.5,"Poschiavo (GR)","NA NA"
3783,47.5,47.5,52.5,"Madulain (GR)","NA NA"
3784,31.8,31.8,68.2,"Pontresina (GR)","NA NA"
3785,57.2,57.2,42.8,"La Punt-Chamues-ch (GR)","NA NA"
3786,94.3,94.3,5.7,"Samedan (GR)","NA NA"
3787,62.3,62.3,37.7,"St. Moritz (GR)","NA NA"
3788,36,36,64,"S-chanf (GR)","NA NA"
3789,43.2,43.2,56.8,"Sils im Engadin/Segl (GR)","NA NA"
3790,92.8,92.8,7.2,"Silvaplana (GR)","NA NA"
3791,21.4,21.4,78.6,"Zuoz (GR)","NA NA"
3792,52,52,48,"Bregaglia (GR)","NA NA"
3804,81.5,81.5,18.5,"Buseno (GR)","NA NA"
