"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
4001,94.3,94.3,5.7,"Aarau (AG)","NA NA"
4002,55.1,55.1,44.9,"Biberstein (AG)","NA NA"
4003,45.6,45.6,54.4,"Buchs (AG)","NA NA"
4004,56,56,44,"Densbüren (AG)","NA NA"
4005,20.1,20.1,79.9,"Erlinsbach (AG)","NA NA"
4006,85.6,85.6,14.4,"Gränichen (AG)","NA NA"
4007,93.9,93.9,6.1,"Hirschthal (AG)","NA NA"
4008,14.8,14.8,85.2,"Küttigen (AG)","NA NA"
4009,47.2,47.2,52.8,"Muhen (AG)","NA NA"
4010,90.7,90.7,9.3,"Oberentfelden (AG)","NA NA"
4012,49.6,49.6,50.4,"Suhr (AG)","NA NA"
4013,5.1,5.1,94.9,"Unterentfelden (AG)","NA NA"
4021,70.1,70.1,29.9,"Baden (AG)","NA NA"
4022,25.6,25.6,74.4,"Bellikon (AG)","NA NA"
4023,95,95,5,"Bergdietikon (AG)","NA NA"
4024,7.7,7.7,92.3,"Birmenstorf (AG)","NA NA"
4026,72.9,72.9,27.1,"Ennetbaden (AG)","NA NA"
4027,73.4,73.4,26.6,"Fislisbach (AG)","NA NA"
4028,45.1,45.1,54.9,"Freienwil (AG)","NA NA"
4029,45.1,45.1,54.9,"Gebenstorf (AG)","NA NA"
4030,97.3,97.3,2.7,"Killwangen (AG)","NA NA"
4031,35.3,35.3,64.7,"Künten (AG)","NA NA"
4032,22.5,22.5,77.5,"Mägenwil (AG)","NA NA"
4033,91.6,91.6,8.4,"Mellingen (AG)","NA NA"
4034,41.5,41.5,58.5,"Neuenhof (AG)","NA NA"
4035,33.3,33.3,66.7,"Niederrohrdorf (AG)","NA NA"
4037,91.9,91.9,8.1,"Oberrohrdorf (AG)","NA NA"
4038,46.6,46.6,53.4,"Obersiggenthal (AG)","NA NA"
4039,84.3,84.3,15.7,"Remetschwil (AG)","NA NA"
4040,97.2,97.2,2.8,"Spreitenbach (AG)","NA NA"
4041,48.4,48.4,51.6,"Stetten (AG)","NA NA"
4044,41.3,41.3,58.7,"Untersiggenthal (AG)","NA NA"
4045,39.6,39.6,60.4,"Wettingen (AG)","NA NA"
4046,27.2,27.2,72.8,"Wohlenschwil (AG)","NA NA"
4047,62,62,38,"Würenlingen (AG)","NA NA"
4048,34.8,34.8,65.2,"Würenlos (AG)","NA NA"
