"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,"controproposta si",48.6,51.4,"Vaz/Obervaz (GR)",
3513,"controproposta si",32.4,67.6,"Lantsch/Lenz (GR)",
3514,"controproposta si",10.5,89.5,"Schmitten (GR)",
3542,"iniziative si",62.8,37.2,"Albula/Alvra (GR)",
3543,"controproposta si",45.8,54.2,"Surses (GR)",
3544,"controproposta si",69.8,30.2,"Bergün Filisur (GR)",
3551,"iniziative si",63.6,36.4,"Brusio (GR)",
3561,"iniziative si",50.7,49.3,"Poschiavo (GR)",
3572,"iniziative si",87,13,"Falera (GR)",
3575,"controproposta si",47.8,52.2,"Laax (GR)",
3581,"due no",21.2,78.8,"Sagogn (GR)",
3582,"due no",40.6,59.4,"Schluein (GR)",
3603,"due no",11.8,88.2,"Vals (GR)",
3618,"iniziative si",52.8,47.2,"Lumnezia (GR)",
3619,"due no",12,88,"Ilanz/Glion (GR)",
3633,"controproposta si",56.6,43.4,"Fürstenau (GR)",
3637,"iniziative si",79.3,20.7,"Rothenbrunnen (GR)",
3638,"due no",47.3,52.7,"Scharans (GR)",
3640,"controproposta si",9.2,90.8,"Sils im Domleschg (GR)",
3661,"controproposta si",86.6,13.4,"Cazis (GR)",
3662,"controproposta si",82.7,17.3,"Flerden (GR)",
3663,"iniziative si",55.2,44.8,"Masein (GR)",
3668,"due no",3.4,96.6,"Thusis (GR)",
3669,"controproposta si",34.6,65.4,"Tschappina (GR)",
3670,"due no",29.2,70.8,"Urmein (GR)",
3672,"due no",35.5,64.5,"Safiental (GR)",
3673,"controproposta si",66.2,33.8,"Domleschg (GR)",
3681,"due no",13.1,86.9,"Avers (GR)",
3695,"due no",32.3,67.7,"Sufers (GR)",
3701,"controproposta si",45.4,54.6,"Andeer (GR)",
3711,"due no",15.1,84.9,"Rongellen (GR)",
3712,"iniziative si",62.4,37.6,"Zillis-Reischen (GR)",
3713,"controproposta si",27.6,72.4,"Ferrera (GR)",
3714,"iniziative si",55.3,44.7,"Rheinwald (GR)",
3715,"controproposta si",59.7,40.3,"Muntogna da Schons (GR)",
3721,"due no",45.3,54.7,"Bonaduz (GR)",
3722,"due no",13.8,86.2,"Domat/Ems (GR)",
