"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4001,21.1,21.1,78.9,"Aarau AG","Nein zur Volksinitiative ""Blitzerabzocke stoppen!"" in Aarau: 78,9 Prozent. Aarau sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4002,4,4,96,"Biberstein AG","96 Prozent der Stimmbürgerinnen und Stimmbürger von Biberstein haben die Volksinitiative ""Blitzerabzocke stoppen!"" abgelehnt. Biberstein sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4003,50.9,50.9,49.1,"Buchs AG","Ja zur Volksinitiative ""Blitzerabzocke stoppen!"" in Buchs AG: 50,9 Prozent. Übereinstimmend mit dem Kanton Aargau stimmt Buchs AG der Volksinitiative ""Blitzerabzocke stoppen!"" zu."
4004,49.8,49.8,50.2,"Densbüren AG","Nein zur Volksinitiative ""Blitzerabzocke stoppen!"" in Densbüren: 50,2 Prozent. Densbüren sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4005,39.6,39.6,60.4,"Erlinsbach AG","60,4 Prozent der Stimmbürgerinnen und Stimmbürger von Erlinsbach AG sprechen sich gegen die Volksinitiative ""Blitzerabzocke stoppen!"" aus. Erlinsbach AG sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4006,50.4,50.4,49.6,"Gränichen AG","Ja zur Volksinitiative ""Blitzerabzocke stoppen!"" in Gränichen: 50,4 Prozent. Übereinstimmend mit dem Kanton Aargau stimmt Gränichen der Volksinitiative ""Blitzerabzocke stoppen!"" zu."
4007,12.2,12.2,87.8,"Hirschthal AG","Nein zur Volksinitiative ""Blitzerabzocke stoppen!"" in Hirschthal: 87,8 Prozent. Hirschthal sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4008,52,52,48,"Küttigen AG","Ja zur Volksinitiative ""Blitzerabzocke stoppen!"" in Küttigen: 52 Prozent. Übereinstimmend mit dem Kanton Aargau stimmt Küttigen der Volksinitiative ""Blitzerabzocke stoppen!"" zu."
4009,21.3,21.3,78.7,"Muhen AG","78,7 Prozent der Stimmbürgerinnen und Stimmbürger von Muhen haben die Volksinitiative ""Blitzerabzocke stoppen!"" abgelehnt. Muhen sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4010,32,32,68,"Oberentfelden AG","Nein zur Volksinitiative ""Blitzerabzocke stoppen!"" in Oberentfelden: 68 Prozent. Oberentfelden sagt Nein zur Volksinitiative ""Blitzerabzocke stoppen!"", im Kanton Aargau findet es Zustimmung."
4012,87.5,87.5,12.5,"Suhr AG","Die Stimmbevölkerung von Suhr sagt mit 87,5 Prozent Ja zur Volksinitiative ""Blitzerabzocke stoppen!"". Übereinstimmend mit dem Kanton Aargau stimmt Suhr der Volksinitiative ""Blitzerabzocke stoppen!"" zu."
4013,89.4,89.4,10.6,"Unterentfelden AG","Die Stimmbevölkerung von Unterentfelden sagt mit 89,4 Prozent Ja zur Volksinitiative ""Blitzerabzocke stoppen!"". Übereinstimmend mit dem Kanton Aargau stimmt Unterentfelden der Volksinitiative ""Blitzerabzocke stoppen!"" zu."
