"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6601,48.4,48.4,51.6,"Aire-la-Ville (GE)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Aire-la-Ville : 51,6 pour cent. Divergence: Aire-la-Ville dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6602,31.6,31.6,68.4,"Anières (GE)","Non à 68,4 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Anières. Divergence: Anières dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6603,52.7,52.7,47.3,"Avully (GE)","Oui à 52,7 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Avully. Avully  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6604,69.1,69.1,30.9,"Avusy (GE)","À Avusy, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 69,1 pour cent. Avusy  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6605,85.8,85.8,14.2,"Bardonnex (GE)","La population de Bardonnex approuve l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 85,8 pour cent. Bardonnex  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6606,59.3,59.3,40.7,"Bellevue (GE)","Oui à 59,3 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Bellevue. Bellevue  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6607,31,31,69,"Bernex (GE)","Avec 69 pour cent des voix, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est refusée à Bernex. Divergence: Bernex dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6608,17.9,17.9,82.1,"Carouge (GE)","La population de Carouge (GE) rejette l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 82,1 pour cent. Divergence: Carouge (GE) dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6609,81.2,81.2,18.8,"Cartigny (GE)","Oui 81,2 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Cartigny. Cartigny  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6610,66.4,66.4,33.6,"Céligny (GE)","À Céligny, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 66,4 pour cent. Céligny  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6611,52.6,52.6,47.4,"Chancy (GE)","L'initiative populaire pour réduire la redevance radio-TV à 200 francs par an recueille 52,6 pour cent de oui à Chancy. Chancy  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6612,46.4,46.4,53.6,"Chêne-Bougeries (GE)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Chêne-Bougeries : 53,6 pour cent. Divergence: Chêne-Bougeries dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6613,35.3,35.3,64.7,"Chêne-Bourg (GE)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Chêne-Bourg : 64,7 pour cent. Divergence: Chêne-Bourg dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6614,81,81,19,"Choulex (GE)","À Choulex, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 81 pour cent. Choulex  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6615,36.8,36.8,63.2,"Collex-Bossy (GE)","À Collex-Bossy, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est refusée à 63,2 pour cent. Divergence: Collex-Bossy dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6616,49.2,49.2,50.8,"Collonge-Bellerive (GE)","Non à 50,8 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Collonge-Bellerive. Divergence: Collonge-Bellerive dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6617,81.9,81.9,18.1,"Cologny (GE)","À Cologny, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 81,9 pour cent. Cologny  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6618,43.5,43.5,56.5,"Confignon (GE)","Non à 56,5 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Confignon. Divergence: Confignon dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6619,61.8,61.8,38.2,"Corsier (GE)","Oui à 61,8 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Corsier (GE). Corsier (GE)  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6620,61.1,61.1,38.9,"Dardagny (GE)","Oui à 61,1 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Dardagny. Dardagny  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6621,42.7,42.7,57.3,"Genève (GE)","La population de Genève rejette l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 57,3 pour cent. Divergence: Genève dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6622,55.5,55.5,44.5,"Genthod (GE)","La population de Genthod approuve l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 55,5 pour cent. Genthod  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6623,50.6,50.6,49.4,"Le Grand-Saconnex (GE)","À Le Grand-Saconnex, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 50,6 pour cent. Le Grand-Saconnex  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6624,46.1,46.1,53.9,"Gy (GE)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Gy : 53,9 pour cent. Divergence: Gy dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6625,78.2,78.2,21.8,"Hermance (GE)","Oui 78,2 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Hermance. Hermance  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6626,55,55,45,"Jussy (GE)","Oui 55 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Jussy. Jussy  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6627,63.7,63.7,36.3,"Laconnex (GE)","À Laconnex, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 63,7 pour cent. Laconnex  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6628,99.6,99.6,0.4,"Lancy (GE)","À Lancy, 99,6 pour cent des votants soutiennent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an. C'est à Lancy qu'a été enregistré le plus haut taux de oui à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an dans le canton de Genève."
6629,39,39,61,"Meinier (GE)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Meinier : 61 pour cent. Divergence: Meinier dit non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, alors que son canton dit oui."
6630,75,75,25,"Meyrin (GE)","La population de Meyrin approuve l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 75 pour cent. Meyrin  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6631,72.5,72.5,27.5,"Onex (GE)","À Onex, 72,5 pour cent des votants soutiennent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an. Onex  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
6632,59.4,59.4,40.6,"Perly-Certoux (GE)","L'initiative populaire pour réduire la redevance radio-TV à 200 francs par an recueille 59,4 pour cent de oui à Perly-Certoux. Perly-Certoux  approuve, tout comme son canton, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
