"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
301,"contre-proposition oui",39.2,60.8,"Aarberg (BE)","À Aarberg, le contre-projet du Conseil fédéral et du Parlement est accepté avec 73,6 % de oui. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est pour sa part rejetée avec 60,8 % de non."
302,"contre-proposition oui",45.1,54.9,"Bargen (BE)","C'est oui à 68,7 % à Bargen (BE) au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. C'est non par contre à 54,9 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets""."
303,"contre-proposition oui",41.5,58.5,"Grossaffoltern (BE)","C'est oui à 75,8 % à Grossaffoltern au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. C'est non par contre à 58,5 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets""."
304,"contre-proposition oui",45.7,54.3,"Kallnach (BE)","Les citoyens de Kallnach soutiennent le contre-projet du Conseil fédéral et du Parlement (73,7 % de oui) garantissant la disponibilité de l'argent liquide. Ils refusent en revanche l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (54,3 % de non)."
305,"contre-proposition oui",45.2,54.8,"Kappelen (BE)","Les citoyens de Kappelen acceptent avec 67,2 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 54,8 %)."
306,"contre-proposition oui",39.3,60.7,"Lyss (BE)","Les citoyens de Lyss acceptent avec 74,1 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 60,7 %)."
307,"contre-proposition oui",32.9,67.1,"Meikirch (BE)","Les citoyens de Meikirch disent oui à 77,3 % à un contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils refusent par contre l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 67,1 %)."
309,"contre-proposition oui",46.1,53.9,"Radelfingen (BE)","À Radelfingen, le contre-projet du Conseil fédéral et du Parlement est accepté avec 74,5 % de oui. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est pour sa part rejetée avec 53,9 % de non."
310,"contre-proposition oui",43.1,56.9,"Rapperswil (BE)","Les citoyens de Rapperswil (BE) acceptent avec 77,5 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 56,9 %)."
311,"contre-proposition oui",40.2,59.8,"Schüpfen (BE)","C'est oui à 75,4 % à Schüpfen au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. C'est non par contre à 59,8 % à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets""."
312,"contre-proposition oui",46.9,53.1,"Seedorf (BE)","Les citoyens de Seedorf (BE) disent oui à 71,6 % à un contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils refusent par contre l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 53,1 %)."
