"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1001,49.3,49.3,50.7,"Doppleschwand LU","In Doppleschwand findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 50,7 Prozent keine Mehrheit. Doppleschwand lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1002,90.3,90.3,9.7,"Entlebuch LU","Der Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch erreicht in Entlebuch 90,3 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Luzern stimmt Entlebuch dem Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch zu."
1004,46.9,46.9,53.1,"Flühli LU","In Flühli findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 53,1 Prozent keine Mehrheit. Flühli lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1005,48.5,48.5,51.5,"Hasle LU","Mit 51,5 Prozent wird den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch in Hasle LU verworfen. Hasle LU lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1007,23.8,23.8,76.2,"Romoos LU","In Romoos findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 76,2 Prozent keine Mehrheit. Romoos lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1008,42.5,42.5,57.5,"Schüpfheim LU","Mit 57,5 Prozent wird den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch in Schüpfheim verworfen. Schüpfheim lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1009,61.9,61.9,38.1,"Werthenstein LU","61,9 Prozent der Stimmbürgerinnen und Stimmbürger von Werthenstein haben sich für den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ausgesprochen. Übereinstimmend mit dem Kanton Luzern stimmt Werthenstein dem Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch zu."
1010,32.6,32.6,67.4,"Escholzmatt-Marbach LU","Mit 67,4 Prozent wird den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch in Escholzmatt-Marbach verworfen. Escholzmatt-Marbach lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1021,43.3,43.3,56.7,"Aesch LU","Mit 56,7 Prozent wird den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch in Aesch LU verworfen. Aesch LU lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1023,96.8,96.8,3.2,"Ballwil LU","96,8 Prozent der Stimmbürgerinnen und Stimmbürger von Ballwil haben sich für den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ausgesprochen. Höchster Ja-Anteil zum Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch im Kanton Luzern: Ballwil."
1024,8.1,8.1,91.9,"Emmen LU","In Emmen findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 91,9 Prozent keine Mehrheit. Emmen lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1025,45.7,45.7,54.3,"Ermensee LU","In Ermensee findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 54,3 Prozent keine Mehrheit. Ermensee lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1026,5.3,5.3,94.7,"Eschenbach LU","In Eschenbach LU findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 94,7 Prozent keine Mehrheit. Eschenbach LU lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1030,60.8,60.8,39.2,"Hitzkirch LU","60,8 Prozent der Stimmbürgerinnen und Stimmbürger von Hitzkirch haben sich für den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ausgesprochen. Übereinstimmend mit dem Kanton Luzern stimmt Hitzkirch dem Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch zu."
1031,46.8,46.8,53.2,"Hochdorf LU","Mit 53,2 Prozent wird den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch in Hochdorf verworfen. Hochdorf lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1032,5.4,5.4,94.6,"Hohenrain LU","Mit 94,6 Prozent wird den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch in Hohenrain verworfen. Hohenrain lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
1033,24,24,76,"Inwil LU","In Inwil findet den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch mit 76 Prozent keine Mehrheit. Inwil lehnt den Ausbau der Kantonsstrasse K 36 durch die Lammschlucht im Entlebuch ab, der Kanton Luzern nimmt sie an."
