"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6601,51.2,51.2,48.8,"Aire-la-Ville (GE)","NA NA"
6602,5.7,5.7,94.3,"Anières (GE)","NA NA"
6603,93.7,93.7,6.3,"Avully (GE)","NA NA"
6604,62.6,62.6,37.4,"Avusy (GE)","NA NA"
6605,70.3,70.3,29.7,"Bardonnex (GE)","NA NA"
6606,71.6,71.6,28.4,"Bellevue (GE)","NA NA"
6607,45.5,45.5,54.5,"Bernex (GE)","NA NA"
6608,61.7,61.7,38.3,"Carouge (GE)","NA NA"
6609,89.4,89.4,10.6,"Cartigny (GE)","NA NA"
6610,20.3,20.3,79.7,"Céligny (GE)","NA NA"
6611,14.7,14.7,85.3,"Chancy (GE)","NA NA"
6612,27.3,27.3,72.7,"Chêne-Bougeries (GE)","NA NA"
6613,37.4,37.4,62.6,"Chêne-Bourg (GE)","NA NA"
6614,76.9,76.9,23.1,"Choulex (GE)","NA NA"
6615,24.4,24.4,75.6,"Collex-Bossy (GE)","NA NA"
6616,88.1,88.1,11.9,"Collonge-Bellerive (GE)","NA NA"
6617,59.8,59.8,40.2,"Cologny (GE)","NA NA"
6618,45,45,55,"Confignon (GE)","NA NA"
6619,65.6,65.6,34.4,"Corsier (GE)","NA NA"
6620,25.2,25.2,74.8,"Dardagny (GE)","NA NA"
6621,35.2,35.2,64.8,"Ginevra (GE)","NA NA"
6622,73.9,73.9,26.1,"Genthod (GE)","NA NA"
6623,70,70,30,"Le Grand-Saconnex (GE)","NA NA"
6624,49.7,49.7,50.3,"Gy (GE)","NA NA"
6625,45.5,45.5,54.5,"Hermance (GE)","NA NA"
6626,53.3,53.3,46.7,"Jussy (GE)","NA NA"
6627,20.7,20.7,79.3,"Laconnex (GE)","NA NA"
6628,18,18,82,"Lancy (GE)","NA NA"
6629,1.2,1.2,98.8,"Meinier (GE)","NA NA"
6630,74.1,74.1,25.9,"Meyrin (GE)","NA NA"
6631,30.2,30.2,69.8,"Onex (GE)","NA NA"
6632,22.8,22.8,77.2,"Perly-Certoux (GE)","NA NA"
6633,47.5,47.5,52.5,"Plan-les-Ouates (GE)","NA NA"
6634,60,60,40,"Pregny-Chambésy (GE)","NA NA"
6635,27.9,27.9,72.1,"Presinge (GE)","NA NA"
6636,59.8,59.8,40.2,"Puplinge (GE)","NA NA"
6637,86.4,86.4,13.6,"Russin (GE)","NA NA"
6638,19.9,19.9,80.1,"Satigny (GE)","NA NA"
6639,62.7,62.7,37.3,"Soral (GE)","NA NA"
6640,68.7,68.7,31.3,"Thônex (GE)","NA NA"
6641,86.6,86.6,13.4,"Troinex (GE)","NA NA"
6642,78.6,78.6,21.4,"Vandoeuvres (GE)","NA NA"
6643,50.8,50.8,49.2,"Vernier (GE)","NA NA"
6644,0.2,0.2,99.8,"Versoix (GE)","NA NA"
6645,50,50,50,"Veyrier (GE)",
