"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1001,10.5,10.5,89.5,"Doppleschwand (LU)","NA NA"
1002,49,49,51,"Entlebuch (LU)","NA NA"
1004,62.4,62.4,37.6,"Flühli (LU)","NA NA"
1005,92.9,92.9,7.1,"Hasle (LU)","NA NA"
1007,69.4,69.4,30.6,"Romoos (LU)","NA NA"
1008,36.4,36.4,63.6,"Schüpfheim (LU)","NA NA"
1009,26.8,26.8,73.2,"Werthenstein (LU)","NA NA"
1010,43.4,43.4,56.6,"Escholzmatt-Marbach (LU)","NA NA"
1021,21.2,21.2,78.8,"Aesch (LU)","NA NA"
1023,12.9,12.9,87.1,"Ballwil (LU)","NA NA"
1024,49.6,49.6,50.4,"Emmen (LU)","NA NA"
1025,69.1,69.1,30.9,"Ermensee (LU)","NA NA"
1026,54.6,54.6,45.4,"Eschenbach (LU)","NA NA"
1030,46.2,46.2,53.8,"Hitzkirch (LU)","NA NA"
1031,51.1,51.1,48.9,"Hochdorf (LU)","NA NA"
1032,62.7,62.7,37.3,"Hohenrain (LU)","NA NA"
1033,44.3,44.3,55.7,"Inwil (LU)","NA NA"
1037,52.5,52.5,47.5,"Rain (LU)","NA NA"
1039,57.4,57.4,42.6,"Römerswil (LU)","NA NA"
1040,41.6,41.6,58.4,"Rothenburg (LU)","NA NA"
1041,14.4,14.4,85.6,"Schongau (LU)","NA NA"
1051,9.1,9.1,90.9,"Adligenswil (LU)","NA NA"
1052,69.6,69.6,30.4,"Buchrain (LU)","NA NA"
1053,60.3,60.3,39.7,"Dierikon (LU)","NA NA"
1054,70,70,30,"Ebikon (LU)","NA NA"
1055,67.2,67.2,32.8,"Gisikon (LU)","NA NA"
1056,85.6,85.6,14.4,"Greppen (LU)","NA NA"
1058,68.8,68.8,31.2,"Horw (LU)","NA NA"
1059,50,50,50,"Kriens (LU)","NA NA"
1061,81.2,81.2,18.8,"Lucerna (LU)","NA NA"
1062,0.2,0.2,99.8,"Malters (LU)","NA NA"
1063,36.2,36.2,63.8,"Meggen (LU)","NA NA"
1064,18.3,18.3,81.7,"Meierskappel (LU)","NA NA"
1065,61.9,61.9,38.1,"Root (LU)","NA NA"
1066,31.1,31.1,68.9,"Schwarzenberg (LU)","NA NA"
1067,3.8,3.8,96.2,"Udligenswil (LU)","NA NA"
1068,55.2,55.2,44.8,"Vitznau (LU)","NA NA"
1069,49,49,51,"Weggis (LU)","NA NA"
1081,79.2,79.2,20.8,"Beromünster (LU)","NA NA"
1082,14.7,14.7,85.3,"Büron (LU)","NA NA"
1083,74.8,74.8,25.2,"Buttisholz (LU)","NA NA"
1084,70.8,70.8,29.2,"Eich (LU)","NA NA"
1085,56.2,56.2,43.8,"Geuensee (LU)","NA NA"
1086,49.9,49.9,50.1,"Grosswangen (LU)","NA NA"
1088,51,51,49,"Hildisrieden (LU)","NA NA"
1089,85.6,85.6,14.4,"Knutwil (LU)","NA NA"
1091,17.3,17.3,82.7,"Mauensee (LU)","NA NA"
1093,44.3,44.3,55.7,"Neuenkirch (LU)","NA NA"
1094,46.6,46.6,53.4,"Nottwil (LU)","NA NA"
1095,73.4,73.4,26.6,"Oberkirch (LU)","NA NA"
1097,73.8,73.8,26.2,"Rickenbach (LU)","NA NA"
1098,66.7,66.7,33.3,"Ruswil (LU)","NA NA"
1099,43.6,43.6,56.4,"Schenkon (LU)","NA NA"
1100,41.9,41.9,58.1,"Schlierbach (LU)","NA NA"
1102,51.6,51.6,48.4,"Sempach (LU)","NA NA"
1103,87.2,87.2,12.8,"Sursee (LU)","NA NA"
1104,33.9,33.9,66.1,"Triengen (LU)","NA NA"
1107,89.8,89.8,10.2,"Wolhusen (LU)","NA NA"
1121,35,35,65,"Alberswil (LU)","NA NA"
1122,69.6,69.6,30.4,"Altbüron (LU)","NA NA"
1123,53.8,53.8,46.2,"Altishofen (LU)","NA NA"
1125,37,37,63,"Dagmersellen (LU)","NA NA"
1127,15.1,15.1,84.9,"Egolzwil (LU)","NA NA"
1128,13.7,13.7,86.3,"Ettiswil (LU)","NA NA"
1129,41.5,41.5,58.5,"Fischbach (LU)","NA NA"
1131,37.2,37.2,62.8,"Grossdietwil (LU)","NA NA"
1132,71.8,71.8,28.2,"Hergiswil bei Willisau (LU)","NA NA"
1135,54.3,54.3,45.7,"Luthern (LU)","NA NA"
1136,30.8,30.8,69.2,"Menznau (LU)","NA NA"
1137,0.8,0.8,99.2,"Nebikon (LU)","NA NA"
1139,81.1,81.1,18.9,"Pfaffnau (LU)","NA NA"
1140,58.7,58.7,41.3,"Reiden (LU)","NA NA"
1142,85.8,85.8,14.2,"Roggliswil (LU)","NA NA"
1143,49.7,49.7,50.3,"Schötz (LU)","NA NA"
1145,43.6,43.6,56.4,"Ufhusen (LU)","NA NA"
1146,37.8,37.8,62.2,"Wauwil (LU)","NA NA"
1147,46,46,54,"Wikon (LU)","NA NA"
1150,12.8,12.8,87.2,"Zell (LU) (LU)","NA NA"
1151,98.6,98.6,1.4,"Willisau (LU)","NA NA"
