"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,72.3,72.3,27.7,"Châtillon (FR)","La population de Châtillon (FR) approuve l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 72,3 pour cent. NA"
2011,72.5,72.5,27.5,"Cugy (FR)","L'initiative populaire pour réduire la redevance radio-TV à 200 francs par an recueille 72,5 pour cent de oui à Cugy (FR). NA"
2022,74.3,74.3,25.7,"Gletterens (FR)","À Gletterens, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 74,3 pour cent. NA"
2025,29.5,29.5,70.5,"Lully (FR)","La population de Lully (FR) rejette l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 70,5 pour cent. Lully (FR) dit oui à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, tandis que le canton Fribourg dit non."
2029,43.9,43.9,56.1,"Montagny (FR)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Montagny (FR) : 56,1 pour cent. Montagny (FR) et le canton Fribourg rejettent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
2035,58.9,58.9,41.1,"Nuvilly (FR)","À Nuvilly, 58,9 pour cent des votants soutiennent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an. NA"
2038,73.6,73.6,26.4,"Prévondavaux (FR)","À Prévondavaux, 73,6 pour cent des votants soutiennent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an. NA"
2041,37.5,37.5,62.5,"Saint-Aubin (FR)","Avec 62,5 pour cent des voix, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est refusée à Saint-Aubin (FR). Saint-Aubin (FR) et le canton Fribourg rejettent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
2043,39.7,39.7,60.3,"Sévaz (FR)","La population de Sévaz refuse l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 60,3 pour cent. Sévaz et le canton Fribourg rejettent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
2044,88.1,88.1,11.9,"Surpierre (FR)","Oui 88,1 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Surpierre. NA"
2045,98.9,98.9,1.1,"Vallon (FR)","Oui à 98,9 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Vallon. NA"
2050,52.7,52.7,47.3,"Les Montets (FR)","Oui 52,7 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an aux Montets. NA"
2051,16.9,16.9,83.1,"Delley-Portalban (FR)","Non à 83,1 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Delley-Portalban. Delley-Portalban dit oui à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, tandis que le canton Fribourg dit non."
2053,27.4,27.4,72.6,"Belmont-Broye (FR)","La population de Belmont-Broye rejette l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 72,6 pour cent. Belmont-Broye et le canton Fribourg rejettent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
2054,67.7,67.7,32.3,"Estavayer (FR)","À Estavayer, l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an est acceptée à 67,7 pour cent. NA"
2055,61.6,61.6,38.4,"Cheyres-Châbles (FR)","Oui 61,6 pour cent à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Cheyres-Châbles. NA"
2056,12.8,12.8,87.2,"Fétigny-Ménières (FR)","La population de Fétigny-Ménières refuse l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 87,2 pour cent. NA"
2063,18.9,18.9,81.1,"Billens-Hennens (FR)","Non à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à Billens-Hennens : 81,1 pour cent. Billens-Hennens dit oui à l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an, tandis que le canton Fribourg dit non."
2067,47.7,47.7,52.3,"Le Châtelard (FR)","La population du Châtelard refuse l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an à 52,3 pour cent. Le Châtelard et le canton Fribourg rejettent l'initiative populaire pour réduire la redevance radio-TV à 200 francs par an."
