"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
301,"initiative oui",57.7,42.3,"Aarberg (BE)",
302,"contre-proposition oui",44.7,55.3,"Bargen (BE)","Les citoyens de Bargen (BE) ne veulent ni un chèque dentaire annuel de 300 francs, ni inscrire la santé bucco-dentaire dans la loi et ajouter un plan d'action pour l'Etat. Ils ont refusé l'initiative du PS avec 57,5 % de non et le contre-projet avec 33,4 % de non."
303,"initiative oui",79.2,20.8,"Grossaffoltern (BE)","Les citoyens de Grossaffoltern acceptent avec 21,4 % de oui un contre-projet qui prévoit d’inscrire la santé bucco-dentaire dans la loi et de demander à l'Etat d'établir un plan d'action. Ils s'opposent par contre à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie (non à 28,1 %)."
304,"initiative oui",42.3,57.7,"Kallnach (BE)",
305,"deux fois non",62,38,"Kappelen (BE)","Non à 66,6 % à l’initiative du PS prévoyant un chèque dentaire annuel de 300 francs, et non aussi à 57,7 % au projet qui prévoit d’inscrire la santé bucco-dentaire dans la loi et de demander à l'Etat d'établir un plan d'action. Les citoyens de Kappelen ont refusé l'initiative et le contre-projet."
306,"deux fois non",78.2,21.8,"Lyss (BE)","Non à 79,4 % à l’initiative du PS prévoyant un chèque dentaire annuel de 300 francs, et non aussi à 61,4 % au projet qui prévoit d’inscrire la santé bucco-dentaire dans la loi et de demander à l'Etat d'établir un plan d'action. Les citoyens de Lyss ont refusé l'initiative et le contre-projet."
307,"contre-proposition oui",49.1,50.9,"Meikirch (BE)","Les citoyens de Meikirch ont tranché en faveur du contre-projet du gouvernement qui souhaite inscrire la santé bucco-dentaire dans la loi et demander à l'Etat d'établir un plan d'action (50,9 % de oui). Ils ont préféré cette proposition avec 65,1 % de oui. Ils ont toutefois également approuvé avec 57,9 % de oui l'initiative du PS demandant un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie."
309,"deux fois non",35.7,64.3,"Radelfingen (BE)",
310,"initiative oui",55.8,44.2,"Rapperswil (BE)","Les citoyens de Rapperswil (BE) disent oui à 80,1 à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie. Ils s'opposent par contre au contre-projet du gouvernement qui veut inscrire la santé bucco-dentaire dans la loi et demander à l'Etat d'établir un plan d'action dans la loi avec 56,8 % de non."
311,"initiative oui",81.3,18.7,"Schüpfen (BE)","Les citoyens de Schüpfen acceptent avec 43,4 % de oui un contre-projet qui prévoit d’inscrire la santé bucco-dentaire dans la loi et de demander à l'Etat d'établir un plan d'action. Ils s'opposent par contre à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie (non à 12,4 %)."
312,"initiative oui",66.2,33.8,"Seedorf (BE)","C'est oui à Seedorf (BE) à 56,8 % à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie. C'est non par contre à 2,9 % au contre-projet du gouvernement qui prévoit d’inscrire la santé bucco-dentaire dans la loi et de demander à l'Etat d'établir un plan d'action."
