"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5001,"iniziative si",78.5,21.5,"Arbedo-Castione (TI)","I cittadini di Arbedo-Castione hanno detto sì con il 78,5 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 63,1 %."
5002,"due no",32.2,67.8,"Bellinzona (TI)","I cittadini di Bellinzona hanno detto no l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 67,8 % e con il 52,8 %."
5003,"controproposta si",43.3,56.7,"Cadenazzo (TI)","I cittadini di Cadenazzo hanno accolto con il 60,5 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 56,7 %)."
5009,"controproposta si",57.7,42.3,"Isone (TI)","Sì col 57,7 % all'Iniziativa sul denaro contante. Approvato con il 90,7 % anche il controprogetto. I cittadini di Isone hanno però preferito il controprogetto con il 37,5 % ."
5010,"due no",35.6,64.4,"Lumino (TI)","I cittadini di Lumino hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 64,4 % e con il 56,5 %."
5017,"iniziative si",62.6,37.4,"Sant'Antonino (TI)","Sì col 62,6 % all'Iniziativa sul denaro contante. Sì con il 55,8 % anche al controprogetto. I cittadini di Sant'Antonino hanno però preferito l'inizaitiva con il 68,3 % ."
5048,"controproposta si",76,24,"Acquarossa (TI)","Sì col 76 % all'Iniziativa sul denaro contante. Sì con il 77,8 % anche al controprogetto. I cittadini di Acquarossa hanno però preferito il controprogetto con il 45,4 % ."
5049,"controproposta si",33.1,66.9,"Blenio (TI)","I cittadini di Blenio hanno bocciato con il 71,4 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 66,9 %)."
5050,"controproposta si",66,34,"Serravalle (TI)","Sì col 66 % all'Iniziativa sul denaro contante. Sì con il 69,6 % anche al controprogetto. I cittadini di Serravalle hanno però preferito il controprogetto con il 7,2 % ."
5061,"due no",33,67,"Airolo (TI)","I cittadini di Airolo hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 67 % e con il 73,4 %."
5063,"due no",25.2,74.8,"Bedretto (TI)","I cittadini di Bedretto hanno detto no l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 74,8 % e con il 99,9 %."
5071,"due no",6.7,93.3,"Dalpe (TI)","I cittadini di Dalpe hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 93,3 % e con il 82,1 %."
5072,"iniziative si",50.4,49.6,"Faido (TI)","I cittadini di Faido hanno detto sì con il 50,4 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 79,1 %."
5073,"controproposta si",24.8,75.2,"Giornico (TI)","I cittadini di Giornico hanno accolto con il 88,7 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 75,2 %)."
5076,"controproposta si",60,40,"Personico (TI)","Sì col 60 % all'Iniziativa sul denaro contante. Sì con il 96,2 % anche al controprogetto. I cittadini di Personico hanno però preferito il controprogetto con il 41,5 % ."
5077,"iniziative si",57.1,42.9,"Pollegio (TI)","Sì col 57,1 % all'Iniziativa sul denaro contante. Sì con il 62 % anche al controprogetto. I cittadini di Pollegio hanno però preferito l'inizaitiva con il 93,1 % ."
5079,"controproposta si",75.4,24.6,"Quinto (TI)","Sì col 75,4 % all'Iniziativa sul denaro contante. Sì con il 67,3 % anche al controprogetto. I cittadini di Quinto hanno però preferito il controprogetto con il 49 % ."
5091,"controproposta si",2.7,97.3,"Ascona (TI)","I cittadini di Ascona hanno accolto con il 51,9 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 97,3 %)."
5096,"iniziative si",67.6,32.4,"Brione sopra Minusio (TI)","I cittadini di Brione sopra Minusio hanno approvato con il 67,6 percento l'Initiativa sul denaro contante e si sono opposti al controprogetto con il 50,4 %."
5097,"iniziative si",88.1,11.9,"Brissago (TI)","I cittadini di Brissago hanno detto sì con il 88,1 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 51,9 %."
5108,"due no",1.7,98.3,"Gordola (TI)","I cittadini di Gordola hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 98,3 % e con il 61,4 %."
5112,"controproposta si",12.1,87.9,"Lavertezzo (TI)","I cittadini di Lavertezzo hanno bocciato con il 66,2 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 87,9 %)."
5113,"controproposta si",99.2,0.8,"Locarno (TI)","Sì col 99,2 % all'Iniziativa sul denaro contante. Approvato con il 54,3 % anche il controprogetto. I cittadini di Locarno hanno però preferito il controprogetto con il 42,8 % ."
5115,"iniziative si",80.2,19.8,"Losone (TI)","I cittadini di Losone hanno detto sì con il 80,2 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 75,1 %."
5117,"controproposta si",25.9,74.1,"Mergoscia (TI)","I cittadini di Mergoscia hanno accolto con il 63,2 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 74,1 %)."
5118,"due no",49.8,50.2,"Minusio (TI)","I cittadini di Minusio hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 50,2 % e con il 82 %."
5120,"controproposta si",16.5,83.5,"Muralto (TI)","I cittadini di Muralto hanno accolto con il 53,5 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 83,5 %)."
5121,"controproposta si",55,45,"Orselina (TI)","È stata approvata col 55 % l'Iniziativa sul denaro contante. Sì con il 71,2 % anche al controprogetto. I cittadini di Orselina hanno però preferito il controprogetto con il 2,8 % ."
5125,"controproposta si",80.4,19.6,"Ronco sopra Ascona (TI)","È stata approvata col 80,4 % l'Iniziativa sul denaro contante. Sì con il 92,6 % anche al controprogetto. I cittadini di Ronco sopra Ascona hanno però preferito il controprogetto con il 49,9 % ."
5131,"controproposta si",0.3,99.7,"Tenero-Contra (TI)","I cittadini di Tenero-Contra hanno accolto con il 73,9 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 99,7 %)."
5136,"controproposta si",18.1,81.9,"Onsernone (TI)","I cittadini di Onsernone hanno bocciato con il 87,3 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 81,9 %)."
5138,"iniziative si",59.5,40.5,"Cugnasco-Gerra (TI)","I cittadini di Cugnasco-Gerra hanno approvato con il 59,5 percento l'Initiativa sul denaro contante e si sono opposti al controprogetto con il 51,2 %."
5141,"controproposta si",49,51,"Agno (TI)","I cittadini di Agno hanno accolto con il 53,1 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 51 %)."
5143,"iniziative si",71.9,28.1,"Aranno (TI)","I cittadini di Aranno hanno detto sì con il 71,9 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 56 %."
5144,"controproposta si",50.2,49.8,"Arogno (TI)","Sì col 50,2 % all'Iniziativa sul denaro contante. Sì con il 63,7 % anche al controprogetto. I cittadini di Arogno hanno però preferito il controprogetto con il 41,6 % ."
5148,"due no",9.8,90.2,"Bedano (TI)","I cittadini di Bedano hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 90,2 % e con il 83 %."
5151,"iniziative si",83.8,16.2,"Bioggio (TI)","Sì col 83,8 % all'Iniziativa sul denaro contante. Sì con il 92,3 % anche al controprogetto. I cittadini di Bioggio hanno però preferito l'inizaitiva con il 70 % ."
5154,"due no",9.1,90.9,"Bissone (TI)","I cittadini di Bissone hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 90,9 % e con il 92,1 %."
5160,"iniziative si",71.7,28.3,"Brusino Arsizio (TI)","I cittadini di Brusino Arsizio hanno approvato con il 71,7 percento l'Initiativa sul denaro contante e si sono opposti al controprogetto con il 65,6 %."
5161,"controproposta si",60.9,39.1,"Cademario (TI)","Sì col 60,9 % all'Iniziativa sul denaro contante. Sì con il 75,8 % anche al controprogetto. I cittadini di Cademario hanno però preferito il controprogetto con il 9,8 % ."
5162,"due no",49.4,50.6,"Cadempino (TI)","I cittadini di Cadempino hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 50,6 % e con il 57,6 %."
5167,"due no",26.4,73.6,"Canobbio (TI)","I cittadini di Canobbio hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 73,6 % e con il 77,7 %."
5171,"due no",25.4,74.6,"Caslano (TI)","I cittadini di Caslano hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 74,6 % e con il 87,1 %."
5176,"iniziative si",76.3,23.7,"Comano (TI)","I cittadini di Comano hanno detto sì con il 76,3 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 84,6 %."
5180,"iniziative si",71.8,28.2,"Cureglia (TI)","Sì col 71,8 % all'Iniziativa sul denaro contante. Approvato con il 69,6 % anche il controprogetto. I cittadini di Cureglia hanno però preferito l'inizaitiva con il 63,3 % ."
5186,"iniziative si",60.5,39.5,"Grancia (TI)","I cittadini di Grancia hanno detto sì con il 60,5 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 61,9 %."
5187,"iniziative si",92,8,"Gravesano (TI)","I cittadini di Gravesano hanno approvato con il 92 percento l'Initiativa sul denaro contante e si sono opposti al controprogetto con il 68,4 %."
5189,"due no",2.1,97.9,"Lamone (TI)","I cittadini di Lamone hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 97,9 % e con il 78,8 %."
5192,"due no",16.2,83.8,"Lugano (TI)","I cittadini di Lugano hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 83,8 % e con il 73,7 %."
5193,"controproposta si",23.3,76.7,"Magliaso (TI)","I cittadini di Magliaso hanno accolto con il 54,2 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 76,7 %)."
5194,"iniziative si",50.6,49.4,"Manno (TI)","I cittadini di Manno hanno detto sì con il 50,6 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 55,5 %."
5196,"due no",25.2,74.8,"Massagno (TI)","I cittadini di Massagno hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 74,8 % e con il 55,1 %."
5198,"iniziative si",60,40,"Melide (TI)","I cittadini di Melide hanno detto sì con il 60 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 60,4 %."
5199,"controproposta si",12.9,87.1,"Mezzovico-Vira (TI)","I cittadini di Mezzovico-Vira hanno accolto con il 53,6 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 87,1 %)."
5203,"iniziative si",52.5,47.5,"Morcote (TI)","Sì col 52,5 % all'Iniziativa sul denaro contante. Sì con il 52,1 % anche al controprogetto. I cittadini di Morcote hanno però preferito l'inizaitiva con il 75,3 % ."
5205,"due no",24.9,75.1,"Muzzano (TI)","I cittadini di Muzzano hanno detto no l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 75,1 % e con il 71,7 %."
5206,"due no",3,97,"Neggio (TI)","I cittadini di Neggio hanno detto no l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 97 % e con il 65,6 %."
5208,"due no",47.7,52.3,"Origlio (TI)","I cittadini di Origlio hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 52,3 % e con il 88,8 %."
5210,"controproposta si",67.7,32.3,"Paradiso (TI)","È stata approvata col 67,7 % l'Iniziativa sul denaro contante. Sì con il 62,8 % anche al controprogetto. I cittadini di Paradiso hanno però preferito il controprogetto con il 44,8 % ."
5212,"iniziative si",52.4,47.6,"Ponte Capriasca (TI)","I cittadini di Ponte Capriasca hanno detto sì con il 52,4 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 63,8 %."
5214,"iniziative si",60.5,39.5,"Porza (TI)","I cittadini di Porza hanno detto sì con il 60,5 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 94,8 %."
5216,"iniziative si",58.8,41.2,"Pura (TI)","I cittadini di Pura hanno detto sì con il 58,8 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 52,1 %."
5221,"iniziative si",51.8,48.2,"Savosa (TI)","Sì col 51,8 % all'Iniziativa sul denaro contante. Sì con il 64,9 % anche al controprogetto. I cittadini di Savosa hanno però preferito l'inizaitiva con il 72,7 % ."
5225,"controproposta si",43.6,56.4,"Sorengo (TI)","I cittadini di Sorengo hanno bocciato con il 63,8 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 56,4 %)."
5226,"controproposta si",58.8,41.2,"Capriasca (TI)","Sì col 58,8 % all'Iniziativa sul denaro contante. Sì con il 51 % anche al controprogetto. I cittadini di Capriasca hanno però preferito il controprogetto con il 32,3 % ."
5227,"due no",24.5,75.5,"Torricella-Taverne (TI)","I cittadini di Torricella-Taverne hanno detto no l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 75,5 % e con il 57,7 %."
5230,"iniziative si",51.1,48.9,"Vernate (TI)","I cittadini di Vernate hanno detto sì con il 51,1 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 55,3 %."
5231,"controproposta si",94.2,5.8,"Vezia (TI)","Sì col 94,2 % all'Iniziativa sul denaro contante. Sì con il 78,6 % anche al controprogetto. I cittadini di Vezia hanno però preferito il controprogetto con il 29,2 % ."
5233,"due no",17.8,82.2,"Vico Morcote (TI)","I cittadini di Vico Morcote hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 82,2 % e con il 54,3 %."
5236,"controproposta si",34.6,65.4,"Collina d'Oro (TI)","I cittadini di Collina d'Oro hanno accolto con il 77,6 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 65,4 %)."
5237,"iniziative si",55.3,44.7,"Alto Malcantone (TI)","Sì col 55,3 % all'Iniziativa sul denaro contante. Sì con il 74,5 % anche al controprogetto. I cittadini di Alto Malcantone hanno però preferito l'inizaitiva con il 64,3 % ."
5238,"iniziative si",68.1,31.9,"Monteceneri (TI)","I cittadini di Monteceneri hanno detto sì con il 68,1 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 58,9 %."
5239,"controproposta si",92.7,7.3,"Tresa (TI)","Sì col 92,7 % all'Iniziativa sul denaro contante. Sì con il 72,3 % anche al controprogetto. I cittadini di Tresa hanno però preferito il controprogetto con il 23,8 % ."
5240,"iniziative si",60,40,"Val Mara (TI)","I cittadini di Val Mara hanno detto sì con il 60 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 95,9 %."
5242,"controproposta si",6.3,93.7,"Balerna (TI)","I cittadini di Balerna hanno accolto con il 88,3 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 93,7 %)."
5249,"controproposta si",47.4,52.6,"Castel San Pietro (TI)","I cittadini di Castel San Pietro hanno accolto con il 86,4 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 52,6 %)."
5250,"controproposta si",45.3,54.7,"Chiasso (TI)","I cittadini di Chiasso hanno bocciato con il 52,6 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 54,7 %)."
5251,"iniziative si",76.9,23.1,"Coldrerio (TI)","Sì col 76,9 % all'Iniziativa sul denaro contante. Sì con il 67,2 % anche al controprogetto. I cittadini di Coldrerio hanno però preferito l'inizaitiva con il 54,4 % ."
5254,"iniziative si",73.2,26.8,"Mendrisio (TI)","Sì col 73,2 % all'Iniziativa sul denaro contante. Approvato con il 90,1 % anche il controprogetto. I cittadini di Mendrisio hanno però preferito l'inizaitiva con il 59 % ."
5257,"due no",26.8,73.2,"Morbio Inferiore (TI)","I cittadini di Morbio Inferiore hanno bocciato l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 73,2 % e con il 68,4 %."
5260,"iniziative si",73.1,26.9,"Novazzano (TI)","Sì col 73,1 % all'Iniziativa sul denaro contante. Sì con il 70,1 % anche al controprogetto. I cittadini di Novazzano hanno però preferito l'inizaitiva con il 86 % ."
5263,"controproposta si",26.8,73.2,"Riva San Vitale (TI)","I cittadini di Riva San Vitale hanno accolto con il 62,2 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 73,2 %)."
5266,"controproposta si",29,71,"Stabio (TI)","I cittadini di Stabio hanno bocciato con il 79,8 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 71 %)."
5268,"controproposta si",4.7,95.3,"Vacallo (TI)","I cittadini di Vacallo hanno accolto con il 52,8 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 95,3 %)."
5269,"due no",35,65,"Breggia (TI)","I cittadini di Breggia hanno detto no l'Iniziativa sul denaro contante e anche il controprogetto. I testi sono stati respinti rispettivamente con il 65 % e con il 79,5 %."
5281,"controproposta si",48.9,51.1,"Biasca (TI)","I cittadini di Biasca hanno accolto con il 95,9 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 51,1 %)."
5287,"iniziative si",51.8,48.2,"Riviera (TI)","I cittadini di Riviera hanno detto sì con il 51,8 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 73,6 %."
5304,"controproposta si",44.5,55.5,"Bosco/Gurin (TI)","I cittadini di Bosco/Gurin hanno accolto con il 79 % il controprogetto all'Iniziativa sul denaro contante, mentre hanno bociato il testo principale (no al 55,5 %)."
5307,"iniziative si",63.3,36.7,"Campo (Vallemaggia) (TI)","I cittadini di Campo (Vallemaggia) hanno detto sì con il 63,3 percento all'Initiativa sul denaro contante e si sono opposti al controprogetto con il 83,6 %."
