"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,"deux fois non",19.3,80.7,"Châtillon (FR)",
2011,"contre-proposition oui",17.7,82.3,"Cugy (FR)",
2022,"initiative oui",84.2,15.8,"Gletterens (FR)",
2025,"contre-proposition oui",18.8,81.2,"Lully (FR)",
2029,"initiative oui",58.8,41.2,"Montagny (FR)","Les citoyens de Montagny (FR) disent oui à 58,8 à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie. Ils s'opposent par contre au contre-projet du gouvernement qui veut inscrire la santé bucco-dentaire dans la loi et demander à l'Etat d'établir un plan d'action dans la loi avec 70,9 % de non."
2035,"contre-proposition oui",62.1,37.9,"Nuvilly (FR)","Oui à 57,2 % au contre-projet demandant d’inscrire la santé bucco-dentaire dans la loi et de demander à l'Etat d'établir un plan d'action. Et oui aussi à 62,1 % à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie. Invités à trancher entre ces deux propositions, les habitants de Nuvilly ont opté pour le contre-projet avec 56,7 % de oui."
2038,"initiative oui",50.7,49.3,"Prévondavaux (FR)","Les citoyens de Prévondavaux disent oui à 50,7 à l'initiative du PS qui prévoit un chèque dentaire annuel de 300 francs pour certaines personnes éligibles aux subsides d'assurance-maladie. Ils s'opposent par contre au contre-projet du gouvernement qui veut inscrire la santé bucco-dentaire dans la loi et demander à l'Etat d'établir un plan d'action dans la loi avec 60,7 % de non."
2041,"contre-proposition oui",23.6,76.4,"Saint-Aubin (FR)","C'est oui à 57,8 % à Saint-Aubin (FR) à un contre-projet qui veut inscrire la santé bucco-dentaire dans la loi et modifier la Constitution pour y ajouter un plan d'action. C'est non par contre à 76,4 % à une initiative du PS qui prévoit un chèque dentaire annuel de 300 francs."
2043,"deux fois non",24.9,75.1,"Sévaz (FR)","Ni l'initiative du PS, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Sévaz. Ils refusent avec 75,1 % de non l’initiative du PS. Ils s'opposent aussi au contre-projet (96,3 % de non), qui prévoit d’inscrire la santé bucco-dentaire dans la loi et d’ajouter un plan d'action dans la loi."
2044,"deux fois non",17,83,"Surpierre (FR)","Ni l'initiative du PS, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Surpierre. Ils refusent avec 83 % de non l’initiative du PS. Ils s'opposent aussi au contre-projet (69 % de non), qui prévoit d’inscrire la santé bucco-dentaire dans la loi et d’ajouter un plan d'action dans la loi."
