"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5401,9.8,9.8,90.2,"Aigle (VD)","À Aigle, l'imposition individuelle des couples mariés est refusée à 90,2 pour cent. Aigle a dit non à l'imposition individuelle des couples mariés, tout comme le canton."
5402,77.4,77.4,22.6,"Bex (VD)","La population de Bex  approuve à 77,4 pour cent l'imposition individuelle des couples mariés. Bex a dit oui à l'imposition individuelle des couples mariés, mais le canton a voté non."
5403,47.4,47.4,52.6,"Chessel (VD)","Non à l'imposition individuelle des couples mariés à Chessel : 52,6 pour cent. Chessel a dit non à l'imposition individuelle des couples mariés, tout comme le canton."
5404,79.2,79.2,20.8,"Corbeyrier (VD)","À Corbeyrier, l'imposition individuelle des couples mariés est approuvée par 9'139 voix contre 2'407. Corbeyrier a dit oui à l'imposition individuelle des couples mariés, mais le canton a voté non."
5405,90.8,90.8,9.2,"Gryon (VD)","l'imposition individuelle des couples mariés recueille 90,8 pour cent % de oui à Gryon. Gryon a dit oui à l'imposition individuelle des couples mariés, mais le canton a voté non."
5406,66.8,66.8,33.2,"Lavey-Morcles (VD)","À Lavey-Morcles, l'imposition individuelle des couples mariés est acceptée à 66,8 pour cent. Lavey-Morcles a dit oui à l'imposition individuelle des couples mariés, mais le canton a voté non."
5407,46.7,46.7,53.3,"Leysin (VD)","Leysin rejette l'imposition individuelle des couples mariés avec 8'526 voix contre et 7'465 pour. Leysin a dit non à l'imposition individuelle des couples mariés, tout comme le canton."
5408,88.2,88.2,11.8,"Noville (VD)","l'imposition individuelle des couples mariés recueille 88,2 pour cent % de oui à Noville. Noville a dit oui à l'imposition individuelle des couples mariés, mais le canton a voté non."
5409,1.5,1.5,98.5,"Ollon (VD)","Ollon rejette l'imposition individuelle des couples mariés avec 6'234 voix contre et 97 pour. Ollon a dit non à l'imposition individuelle des couples mariés, tout comme le canton."
5410,71.3,71.3,28.7,"Ormont-Dessous (VD)","La population d'Ormont-Dessous  approuve à 71,3 pour cent l'imposition individuelle des couples mariés. Ormont-Dessous a dit oui à l'imposition individuelle des couples mariés, mais le canton a voté non."
5411,4,4,96,"Ormont-Dessus (VD)","Ormont-Dessus rejette l'imposition individuelle des couples mariés avec 6'251 voix contre et 262 pour. Ormont-Dessus a dit non à l'imposition individuelle des couples mariés, tout comme le canton."
